filepath,species,split
data\processed\images_128\dog_01868_pixabay_dog_000907.jpg,dog,train
data\processed\images_128\cat_03244_pixabay_cat_002746.jpg,cat,train
data\processed\images_128\cat_01068_pixabay_cat_000375.jpg,cat,train
data\processed\images_128\cat_04260_pixabay_cat_003857.jpg,cat,train
data\processed\images_128\cat_01677_pixabay_cat_001053.jpg,cat,train
data\processed\images_128\cat_04162_pixabay_cat_003750.jpg,cat,train
data\processed\images_128\cat_02744_pixabay_cat_002206.jpg,cat,train
data\processed\images_128\cat_00779_pixabay_cat_000055.jpg,cat,train
data\processed\images_128\cat_03318_pixabay_cat_002826.jpg,cat,train
data\processed\images_128\cat_05354_pixabay_cat_001105.jpg,cat,train
data\processed\images_128\cat_03104_pixabay_cat_002596.jpg,cat,train
data\processed\images_128\cat_03983_pixabay_cat_003551.jpg,cat,train
data\processed\images_128\cat_01231_pixabay_cat_000556.jpg,cat,train
data\processed\images_128\cat_05143_pixabay_cat_004823.jpg,cat,train
data\processed\images_128\dog_03633_pixabay_dog_002844.jpg,dog,train
data\processed\images_128\cat_00842_pixabay_cat_000125.jpg,cat,train
data\processed\images_128\dog_00165_flickr_dog_000182.jpg,dog,train
data\processed\images_128\cat_02542_pixabay_cat_001981.jpg,cat,train
data\processed\images_128\dog_03082_pixabay_dog_002240.jpg,dog,train
data\processed\images_128\cat_05160_flickr_cat_000108.jpg,cat,train
data\processed\images_128\cat_03943_pixabay_cat_003508.jpg,cat,train
data\processed\images_128\cat_02395_pixabay_cat_001828.jpg,cat,train
data\processed\images_128\dog_01383_pixabay_dog_000361.jpg,dog,train
data\processed\images_128\dog_04870_pixabay_dog_000152.jpg,dog,train
data\processed\images_128\dog_02639_pixabay_dog_001752.jpg,dog,train
data\processed\images_128\cat_02883_pixabay_cat_002358.jpg,cat,train
data\processed\images_128\cat_00867_pixabay_cat_000153.jpg,cat,train
data\processed\images_128\dog_05060_pixabay_dog_002113.jpg,dog,train
data\processed\images_128\dog_04601_pixabay_dog_003904.jpg,dog,train
data\processed\images_128\cat_01020_pixabay_cat_000322.jpg,cat,train
data\processed\images_128\dog_00356_flickr_dog_000393.jpg,dog,train
data\processed\images_128\dog_02488_pixabay_dog_001592.jpg,dog,train
data\processed\images_128\cat_03321_pixabay_cat_002829.jpg,cat,train
data\processed\images_128\cat_02774_pixabay_cat_002238.jpg,cat,train
data\processed\images_128\dog_01607_pixabay_dog_000621.jpg,dog,train
data\processed\images_128\cat_05532_pixabay_cat_003472.jpg,cat,train
data\processed\images_128\cat_03221_pixabay_cat_002722.jpg,cat,train
data\processed\images_128\cat_03210_pixabay_cat_002710.jpg,cat,train
data\processed\images_128\dog_02392_pixabay_dog_001484.jpg,dog,train
data\processed\images_128\cat_00746_pixabay_cat_000019.jpg,cat,train
data\processed\images_128\cat_00927_pixabay_cat_000219.jpg,cat,train
data\processed\images_128\cat_05426_pixabay_cat_002149.jpg,cat,train
data\processed\images_128\cat_01464_pixabay_cat_000815.jpg,cat,train
data\processed\images_128\cat_04086_pixabay_cat_003663.jpg,cat,train
data\processed\images_128\cat_01229_pixabay_cat_000554.jpg,cat,train
data\processed\images_128\cat_00170_flickr_cat_000194.jpg,cat,train
data\processed\images_128\dog_01797_pixabay_dog_000831.jpg,dog,train
data\processed\images_128\cat_03895_pixabay_cat_003454.jpg,cat,train
data\processed\images_128\cat_04522_pixabay_cat_004140.jpg,cat,train
data\processed\images_128\cat_01281_pixabay_cat_000609.jpg,cat,train
data\processed\images_128\dog_02113_pixabay_dog_001177.jpg,dog,train
data\processed\images_128\dog_00131_flickr_dog_000144.jpg,dog,train
data\processed\images_128\cat_04932_pixabay_cat_004589.jpg,cat,train
data\processed\images_128\cat_05562_pixabay_cat_003794.jpg,cat,train
data\processed\images_128\dog_02069_pixabay_dog_001129.jpg,dog,train
data\processed\images_128\dog_03983_pixabay_dog_003224.jpg,dog,train
data\processed\images_128\dog_00569_flickr_dog_000630.jpg,dog,train
data\processed\images_128\cat_04420_pixabay_cat_004032.jpg,cat,train
data\processed\images_128\cat_04345_pixabay_cat_003951.jpg,cat,train
data\processed\images_128\dog_03318_pixabay_dog_002496.jpg,dog,train
data\processed\images_128\cat_00631_flickr_cat_000711.jpg,cat,train
data\processed\images_128\dog_00699_flickr_dog_000777.jpg,dog,train
data\processed\images_128\dog_04445_pixabay_dog_003738.jpg,dog,train
data\processed\images_128\dog_04164_pixabay_dog_003428.jpg,dog,train
data\processed\images_128\dog_02504_pixabay_dog_001608.jpg,dog,train
data\processed\images_128\dog_02503_pixabay_dog_001607.jpg,dog,train
data\processed\images_128\cat_02579_pixabay_cat_002023.jpg,cat,train
data\processed\images_128\cat_03117_pixabay_cat_002609.jpg,cat,train
data\processed\images_128\cat_01195_pixabay_cat_000515.jpg,cat,train
data\processed\images_128\cat_02262_pixabay_cat_001688.jpg,cat,train
data\processed\images_128\dog_05051_pixabay_dog_001978.jpg,dog,train
data\processed\images_128\dog_01655_pixabay_dog_000673.jpg,dog,train
data\processed\images_128\cat_04851_pixabay_cat_004498.jpg,cat,train
data\processed\images_128\cat_00204_flickr_cat_000234.jpg,cat,train
data\processed\images_128\cat_05186_flickr_cat_000287.jpg,cat,train
data\processed\images_128\dog_00616_flickr_dog_000683.jpg,dog,train
data\processed\images_128\cat_04784_pixabay_cat_004426.jpg,cat,train
data\processed\images_128\cat_04139_pixabay_cat_003722.jpg,cat,train
data\processed\images_128\cat_04637_pixabay_cat_004267.jpg,cat,train
data\processed\images_128\cat_02103_pixabay_cat_001517.jpg,cat,train
data\processed\images_128\cat_05499_pixabay_cat_003033.jpg,cat,train
data\processed\images_128\cat_02706_pixabay_cat_002164.jpg,cat,train
data\processed\images_128\dog_03716_pixabay_dog_002936.jpg,dog,train
data\processed\images_128\cat_04540_pixabay_cat_004159.jpg,cat,train
data\processed\images_128\dog_01580_pixabay_dog_000588.jpg,dog,train
data\processed\images_128\cat_00545_flickr_cat_000616.jpg,cat,train
data\processed\images_128\dog_04121_pixabay_dog_003380.jpg,dog,train
data\processed\images_128\dog_04421_pixabay_dog_003711.jpg,dog,train
data\processed\images_128\cat_02821_pixabay_cat_002289.jpg,cat,train
data\processed\images_128\cat_01232_pixabay_cat_000557.jpg,cat,train
data\processed\images_128\cat_00088_flickr_cat_000097.jpg,cat,train
data\processed\images_128\dog_02874_pixabay_dog_002008.jpg,dog,train
data\processed\images_128\dog_04971_pixabay_dog_001069.jpg,dog,train
data\processed\images_128\cat_00485_flickr_cat_000545.jpg,cat,train
data\processed\images_128\dog_02895_pixabay_dog_002031.jpg,dog,train
data\processed\images_128\dog_03347_pixabay_dog_002528.jpg,dog,train
data\processed\images_128\cat_01347_pixabay_cat_000684.jpg,cat,train
data\processed\images_128\dog_01666_pixabay_dog_000684.jpg,dog,train
data\processed\images_128\cat_01641_pixabay_cat_001014.jpg,cat,train
data\processed\images_128\cat_04622_pixabay_cat_004251.jpg,cat,train
data\processed\images_128\dog_03642_pixabay_dog_002853.jpg,dog,train
data\processed\images_128\cat_04246_pixabay_cat_003841.jpg,cat,train
data\processed\images_128\cat_04709_pixabay_cat_004345.jpg,cat,train
data\processed\images_128\cat_03558_pixabay_cat_003091.jpg,cat,train
data\processed\images_128\dog_02339_pixabay_dog_001426.jpg,dog,train
data\processed\images_128\dog_00520_flickr_dog_000573.jpg,dog,train
data\processed\images_128\dog_00012_flickr_dog_000014.jpg,dog,train
data\processed\images_128\cat_01427_pixabay_cat_000774.jpg,cat,train
data\processed\images_128\dog_01380_pixabay_dog_000358.jpg,dog,train
data\processed\images_128\cat_02378_pixabay_cat_001810.jpg,cat,train
data\processed\images_128\cat_01238_pixabay_cat_000563.jpg,cat,train
data\processed\images_128\dog_00717_flickr_dog_000799.jpg,dog,train
data\processed\images_128\cat_04490_pixabay_cat_004108.jpg,cat,train
data\processed\images_128\cat_01379_pixabay_cat_000719.jpg,cat,train
data\processed\images_128\cat_04714_pixabay_cat_004350.jpg,cat,train
data\processed\images_128\cat_04105_pixabay_cat_003682.jpg,cat,train
data\processed\images_128\dog_02358_pixabay_dog_001448.jpg,dog,train
data\processed\images_128\cat_05066_pixabay_cat_004737.jpg,cat,train
data\processed\images_128\dog_02497_pixabay_dog_001601.jpg,dog,train
data\processed\images_128\cat_00615_flickr_cat_000694.jpg,cat,train
data\processed\images_128\dog_03991_pixabay_dog_003233.jpg,dog,train
data\processed\images_128\cat_02114_pixabay_cat_001528.jpg,cat,train
data\processed\images_128\cat_00579_flickr_cat_000655.jpg,cat,train
data\processed\images_128\cat_00840_pixabay_cat_000123.jpg,cat,train
data\processed\images_128\cat_02792_pixabay_cat_002258.jpg,cat,train
data\processed\images_128\dog_05184_pixabay_dog_003449.jpg,dog,train
data\processed\images_128\cat_03005_pixabay_cat_002492.jpg,cat,train
data\processed\images_128\cat_03901_pixabay_cat_003461.jpg,cat,train
data\processed\images_128\dog_00446_flickr_dog_000488.jpg,dog,train
data\processed\images_128\cat_05414_pixabay_cat_002009.jpg,cat,train
data\processed\images_128\cat_03132_pixabay_cat_002624.jpg,cat,train
data\processed\images_128\cat_01534_pixabay_cat_000898.jpg,cat,train
data\processed\images_128\dog_00085_flickr_dog_000093.jpg,dog,train
data\processed\images_128\cat_02254_pixabay_cat_001679.jpg,cat,train
data\processed\images_128\dog_01828_pixabay_dog_000865.jpg,dog,train
data\processed\images_128\cat_05250_pixabay_cat_000096.jpg,cat,train
data\processed\images_128\dog_04965_pixabay_dog_001014.jpg,dog,train
data\processed\images_128\dog_00210_flickr_dog_000234.jpg,dog,train
data\processed\images_128\dog_00060_flickr_dog_000067.jpg,dog,train
data\processed\images_128\cat_01670_pixabay_cat_001046.jpg,cat,train
data\processed\images_128\cat_01679_pixabay_cat_001056.jpg,cat,train
data\processed\images_128\cat_05622_pixabay_cat_004542.jpg,cat,train
data\processed\images_128\cat_05153_flickr_cat_000008.jpg,cat,train
data\processed\images_128\dog_03883_pixabay_dog_003114.jpg,dog,train
data\processed\images_128\cat_00759_pixabay_cat_000032.jpg,cat,train
data\processed\images_128\cat_02575_pixabay_cat_002019.jpg,cat,train
data\processed\images_128\cat_01104_pixabay_cat_000415.jpg,cat,train
data\processed\images_128\cat_01207_pixabay_cat_000528.jpg,cat,train
data\processed\images_128\cat_02015_pixabay_cat_001421.jpg,cat,train
data\processed\images_128\dog_04182_pixabay_dog_003446.jpg,dog,train
data\processed\images_128\dog_04668_pixabay_dog_003978.jpg,dog,train
data\processed\images_128\cat_02173_pixabay_cat_001589.jpg,cat,train
data\processed\images_128\dog_02436_pixabay_dog_001533.jpg,dog,train
data\processed\images_128\dog_05086_pixabay_dog_002363.jpg,dog,train
data\processed\images_128\cat_01543_pixabay_cat_000908.jpg,cat,train
data\processed\images_128\cat_04018_pixabay_cat_003591.jpg,cat,train
data\processed\images_128\cat_02246_pixabay_cat_001670.jpg,cat,train
data\processed\images_128\cat_02754_pixabay_cat_002217.jpg,cat,train
data\processed\images_128\cat_01423_pixabay_cat_000770.jpg,cat,train
data\processed\images_128\cat_01435_pixabay_cat_000782.jpg,cat,train
data\processed\images_128\cat_03030_pixabay_cat_002518.jpg,cat,train
data\processed\images_128\cat_04933_pixabay_cat_004590.jpg,cat,train
data\processed\images_128\dog_00096_flickr_dog_000106.jpg,dog,train
data\processed\images_128\cat_01867_pixabay_cat_001258.jpg,cat,train
data\processed\images_128\cat_00844_pixabay_cat_000128.jpg,cat,train
data\processed\images_128\dog_04434_pixabay_dog_003725.jpg,dog,train
data\processed\images_128\cat_04560_pixabay_cat_004184.jpg,cat,train
data\processed\images_128\dog_04921_pixabay_dog_000521.jpg,dog,train
data\processed\images_128\cat_01313_pixabay_cat_000646.jpg,cat,train
data\processed\images_128\cat_03736_pixabay_cat_003283.jpg,cat,train
data\processed\images_128\dog_04551_pixabay_dog_003851.jpg,dog,train
data\processed\images_128\cat_02850_pixabay_cat_002322.jpg,cat,train
data\processed\images_128\dog_01282_pixabay_dog_000244.jpg,dog,train
data\processed\images_128\dog_03661_pixabay_dog_002875.jpg,dog,train
data\processed\images_128\cat_05185_flickr_cat_000283.jpg,cat,train
data\processed\images_128\cat_04372_pixabay_cat_003980.jpg,cat,train
data\processed\images_128\cat_00900_pixabay_cat_000191.jpg,cat,train
data\processed\images_128\dog_04392_pixabay_dog_003679.jpg,dog,train
data\processed\images_128\cat_02626_pixabay_cat_002072.jpg,cat,train
data\processed\images_128\cat_00461_flickr_cat_000515.jpg,cat,train
data\processed\images_128\cat_00013_flickr_cat_000018.jpg,cat,train
data\processed\images_128\cat_01482_pixabay_cat_000836.jpg,cat,train
data\processed\images_128\dog_05113_pixabay_dog_002680.jpg,dog,train
data\processed\images_128\dog_00978_flickr_dog_001093.jpg,dog,train
data\processed\images_128\cat_04864_pixabay_cat_004514.jpg,cat,train
data\processed\images_128\cat_02431_pixabay_cat_001865.jpg,cat,train
data\processed\images_128\cat_00133_flickr_cat_000145.jpg,cat,train
data\processed\images_128\dog_05030_pixabay_dog_001705.jpg,dog,train
data\processed\images_128\cat_03229_pixabay_cat_002731.jpg,cat,train
data\processed\images_128\dog_00856_flickr_dog_000954.jpg,dog,train
data\processed\images_128\cat_04873_pixabay_cat_004524.jpg,cat,train
data\processed\images_128\dog_03357_pixabay_dog_002538.jpg,dog,train
data\processed\images_128\dog_02998_pixabay_dog_002143.jpg,dog,train
data\processed\images_128\dog_03421_pixabay_dog_002609.jpg,dog,train
data\processed\images_128\cat_04453_pixabay_cat_004068.jpg,cat,train
data\processed\images_128\cat_02739_pixabay_cat_002199.jpg,cat,train
data\processed\images_128\cat_04127_pixabay_cat_003708.jpg,cat,train
data\processed\images_128\dog_03589_pixabay_dog_002795.jpg,dog,train
data\processed\images_128\cat_04192_pixabay_cat_003783.jpg,cat,train
data\processed\images_128\dog_02696_pixabay_dog_001812.jpg,dog,train
data\processed\images_128\dog_04677_pixabay_dog_003988.jpg,dog,train
data\processed\images_128\cat_05281_pixabay_cat_000403.jpg,cat,train
data\processed\images_128\cat_00837_pixabay_cat_000120.jpg,cat,train
data\processed\images_128\dog_02470_pixabay_dog_001573.jpg,dog,train
data\processed\images_128\dog_00017_flickr_dog_000019.jpg,dog,train
data\processed\images_128\dog_02813_pixabay_dog_001942.jpg,dog,train
data\processed\images_128\cat_03398_pixabay_cat_002916.jpg,cat,train
data\processed\images_128\cat_02347_pixabay_cat_001778.jpg,cat,train
data\processed\images_128\dog_04619_pixabay_dog_003924.jpg,dog,train
data\processed\images_128\cat_05331_pixabay_cat_000876.jpg,cat,train
data\processed\images_128\dog_00676_flickr_dog_000751.jpg,dog,train
data\processed\images_128\cat_03317_pixabay_cat_002825.jpg,cat,train
data\processed\images_128\cat_04199_pixabay_cat_003790.jpg,cat,train
data\processed\images_128\dog_02708_pixabay_dog_001825.jpg,dog,train
data\processed\images_128\cat_05043_pixabay_cat_004714.jpg,cat,train
data\processed\images_128\dog_03458_pixabay_dog_002650.jpg,dog,train
data\processed\images_128\dog_01257_pixabay_dog_000215.jpg,dog,train
data\processed\images_128\dog_05097_pixabay_dog_002515.jpg,dog,train
data\processed\images_128\dog_01720_pixabay_dog_000745.jpg,dog,train
data\processed\images_128\cat_03600_pixabay_cat_003136.jpg,cat,train
data\processed\images_128\dog_02381_pixabay_dog_001473.jpg,dog,train
data\processed\images_128\cat_00769_pixabay_cat_000044.jpg,cat,train
data\processed\images_128\dog_04578_pixabay_dog_003879.jpg,dog,train
data\processed\images_128\cat_05159_flickr_cat_000096.jpg,cat,train
data\processed\images_128\dog_00006_flickr_dog_000008.jpg,dog,train
data\processed\images_128\dog_03815_pixabay_dog_003041.jpg,dog,train
data\processed\images_128\dog_00582_flickr_dog_000645.jpg,dog,train
data\processed\images_128\dog_02973_pixabay_dog_002115.jpg,dog,train
data\processed\images_128\cat_04909_pixabay_cat_004564.jpg,cat,train
data\processed\images_128\cat_00387_flickr_cat_000436.jpg,cat,train
data\processed\images_128\dog_03932_pixabay_dog_003168.jpg,dog,train
data\processed\images_128\dog_04923_pixabay_dog_000550.jpg,dog,train
data\processed\images_128\cat_01804_pixabay_cat_001191.jpg,cat,train
data\processed\images_128\dog_04208_pixabay_dog_003476.jpg,dog,train
data\processed\images_128\cat_00221_flickr_cat_000254.jpg,cat,train
data\processed\images_128\dog_03912_pixabay_dog_003146.jpg,dog,train
data\processed\images_128\cat_00177_flickr_cat_000201.jpg,cat,train
data\processed\images_128\cat_03954_pixabay_cat_003520.jpg,cat,train
data\processed\images_128\cat_02158_pixabay_cat_001574.jpg,cat,train
data\processed\images_128\cat_00187_flickr_cat_000212.jpg,cat,train
data\processed\images_128\dog_05149_pixabay_dog_003105.jpg,dog,train
data\processed\images_128\dog_02494_pixabay_dog_001598.jpg,dog,train
data\processed\images_128\cat_04416_pixabay_cat_004027.jpg,cat,train
data\processed\images_128\cat_01159_pixabay_cat_000475.jpg,cat,train
data\processed\images_128\cat_01140_pixabay_cat_000454.jpg,cat,train
data\processed\images_128\dog_02099_pixabay_dog_001162.jpg,dog,train
data\processed\images_128\dog_01699_pixabay_dog_000720.jpg,dog,train
data\processed\images_128\dog_01376_pixabay_dog_000353.jpg,dog,train
data\processed\images_128\cat_01091_pixabay_cat_000401.jpg,cat,train
data\processed\images_128\dog_01600_pixabay_dog_000612.jpg,dog,train
data\processed\images_128\cat_03680_pixabay_cat_003226.jpg,cat,train
data\processed\images_128\cat_00677_flickr_cat_000763.jpg,cat,train
data\processed\images_128\cat_01507_pixabay_cat_000866.jpg,cat,train
